comment_id,comment_text,segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score
53,Min mau pengaduan gimana gak ada respon @pdamsuryasembada tapitagihan bln ini kok tbtb membengkak pdhal bertahun tahun gk pernah air sampai habis ratusan ribu,padahal bertahun ga air sampai habis ratusan,padahal tahun ga air sampai habis ratus,Harga,Air Tidak Mengalir,0.3138861024831669
63,Min knp ya kok air rumah saya tiba” pembayaran naek ya drastis bgt padahal rumah klo sering kluarin air cuma malem karena ngisi ke rumah atas biasanya saya kena nya 90k an gak sampe 100k ini semalem bayar kenanya hampir 150k ? Ada kenaikan harga apa gimana ? Klo emg ada knp gak ada info yaaa,karena isi rumah kena nya an tidak sampai semalam bayar kena hampir ? ada kenaikan harga ? ada tidak ada informasi,karena isi rumah kena nya an tidak sampai malam bayar kena hampir ? ada naik harga ? ada tidak ada informasi,Harga,Pelayanan,0.3570081903301815
70,"Sore ... Mohon info untuk air dirumah saya keluar nya kecil sekali, dan kadang mati , biasanya keluar air di malam hari saja, tapi ini dr pagi sampe ke pagi lagi gak keluar airnya .?","sore . mohon informasi air rumah keluar nya kecil , kadang mati , keluar air malam ,","sore . mohon informasi air rumah keluar nya kecil , kadang mati , keluar air malam ,",Air Tidak Mengalir,Air Kotor/Bau,0.3047724846494472
77,"Saya mengajukan surat keberatan tagihan dari bulan januari 2025, meter PDAM rusak. Sampai sekarang tidak ada tanggapan. meter pdam yg rusak, tapi pelanggan yang harus bayar tagihannya?padahal air yang digunakan tidak sebanyak tagihannya.","mengajukan surat keberatan tagihan januari , meter pdam rusak . sampai sekarang tidak ada tanggapan . meter pdam rusak ,","aju surat berat tagih januari , meter pdam rusak . sampai sekarang tidak ada tanggap . meter pdam rusak ,",Meteran (Macet/Bermasalah),Harga,0.5419076535195526
77,"Saya mengajukan surat keberatan tagihan dari bulan januari 2025, meter PDAM rusak. Sampai sekarang tidak ada tanggapan. meter pdam yg rusak, tapi pelanggan yang harus bayar tagihannya?padahal air yang digunakan tidak sebanyak tagihannya.",tapi pelanggan harus bayar tagihan ?,tapi langgan harus bayar tagih ?,Harga,Lainnya,0.3432448044251369
82,@pdamsuryasembada saya sdh kirim surat komplen ke Manajer kaliam sesuai arahan Spv Pak Agus. Katanya 3 hari kerja dihubjngi balik utk feedbacknya. Sampe skrg ga dihubungi tapi di lapangan org PDAM cabut meteran saya. Sy tlp ke Call Center PDAM Sby juga so,sudah kirim surat komplain manajer arahan supervisor agus . katanya kerja hubung berkali kali masukan . sampai sekarang ga hubingi,sudah kirim surat komplain manajer arah supervisor agus . kata kerja hubung kali kali masuk . sampai sekarang ga hubingi,Pelayanan,Lainnya,0.36577124784842546
82,@pdamsuryasembada saya sdh kirim surat komplen ke Manajer kaliam sesuai arahan Spv Pak Agus. Katanya 3 hari kerja dihubjngi balik utk feedbacknya. Sampe skrg ga dihubungi tapi di lapangan org PDAM cabut meteran saya. Sy tlp ke Call Center PDAM Sby juga so,tapi lapangan pdam cabut meter . telepon call center pdam surabaya,tapi lapang pdam cabut meter . telepon call center pdam surabaya,Pelayanan,Pemasangan,0.442143125285276
92,Di rmh saya sdh 2 bulan ini tagihannya 100rb lbh namun penghuninya cima 2 org sehari kerja semua.... sedangkan kran mati tp meteran muternya kencang banget :see-no-evil_monkey:,rumah sudah tagihan lebih penghuni sehari kerja .,rumah sudah tagih lebih huni hari kerja .,Harga,Meteran (Macet/Bermasalah),0.29574687421336643
92,Di rmh saya sdh 2 bulan ini tagihannya 100rb lbh namun penghuninya cima 2 org sehari kerja semua.... sedangkan kran mati tp meteran muternya kencang banget :see-no-evil_monkey:,sedangkan keran mati,sedang keran mati,Air Tidak Mengalir,Pelayanan,0.3205027634006459
109,Wilayah tanjung perak apakah lagi ada perbaikan?,wilayah tanjung perak,wilayah tanjung perak,Air Tidak Mengalir,Lainnya,0.7746136990495134
134,Kel simolawang  air PDAM mati hidup malam ajja sudah pengaduan tapi tetep ajja gk berubah bayarnya naik 100%,tapi tetap ga berubah bayar naik,tapi tetap ga ubah bayar naik,Harga,Lainnya,0.37827009136466744
141,Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3,tarif golong . pas ada perubahan tarif ubah .,tarif golong . pas ada ubah tarif ubah .,Perubahan Kode Tarif,Lainnya,0.45042672251117094
143,"Saya sudah bayar untuk penggantian meteran air yg hilang,tapi tidak dipasang2 alasannya karena stop kran nya kosong..dan ditanyai kira2 sampe kapan tapi tdk tau..disuruh beli sendiri..sudah bayar denda meteran hilang mahal ini disuruh beli stop kran sendiri.gmn ya pelayanannya ini:smirking_face: @pdamsuryasembada","sudah bayar pergantian meter air hilang ,","sudah bayar ganti meter air hilang ,",Meteran (Macet/Bermasalah),Air Tidak Mengalir,0.5408909676943267
143,"Saya sudah bayar untuk penggantian meteran air yg hilang,tapi tidak dipasang2 alasannya karena stop kran nya kosong..dan ditanyai kira2 sampe kapan tapi tdk tau..disuruh beli sendiri..sudah bayar denda meteran hilang mahal ini disuruh beli stop kran sendiri.gmn ya pelayanannya ini:smirking_face: @pdamsuryasembada",tapi tidak pasang alasan,tapi tidak pasang alas,Pemasangan,Air Tidak Mengalir,0.4424966400569402
143,"Saya sudah bayar untuk penggantian meteran air yg hilang,tapi tidak dipasang2 alasannya karena stop kran nya kosong..dan ditanyai kira2 sampe kapan tapi tdk tau..disuruh beli sendiri..sudah bayar denda meteran hilang mahal ini disuruh beli stop kran sendiri.gmn ya pelayanannya ini:smirking_face: @pdamsuryasembada",tapi tidak . suruh beli . sudah bayar denda meter hilang mahal suruh beli stop keran . pelayanan,tapi tidak . suruh beli . sudah bayar denda meter hilang mahal suruh beli stop keran . layan,Pelayanan,Lainnya,0.309299483808901
158,Min kalau jumlah rumah ada 2 tapi sertifikasi jadi satu bisa gak min,admin rumah ada,admin rumah ada,Lainnya,Air Tidak Mengalir,0.3926880571297203
160,Saya dari agustus 2024 sampai sekarang blm ada tanggapan pasang baru padahal :loudly_crying_face: wes ganti tahun min :loudly_crying_face:,padahal sudah ganti admin,padahal sudah ganti admin,Lainnya,Air Tidak Mengalir,0.3575851809274586
163,Maaf min klw pindah meteran kena biaya brpa ea soalnya meteran airku ada didepan rumahnya orang.. Klw dipindah kerumah ku jaraknya 10 meter,karena meter air ada rumah . pindah rumah ku jarak meter,karena meter air ada rumah . pindah rumah ku jarak meter,Meteran (Macet/Bermasalah),Kebocoran,0.3721262088065244
176,Halo min pdam saya warga babatan pratama sudah bayar pergantian keran air yang bocor tapi petugasnya sampai sekarang belum datang tolong dibantu ditindaklanjuti,halo admin pdam warga babatan pratama sudah bayar pergantian keran air bocor,halo admin pdam warga babatan pratama sudah bayar ganti keran air bocor,Meteran (Macet/Bermasalah),Harga,0.3192759051303559
177,Air PDAM SBY pusat punyakku keruh  kyk air sumur. Padahal bayarnya larang tp airnya keruh bauk,air pdam surabaya pusat keruh air sumur .,air pdam surabaya pusat keruh air sumur .,Air Kotor/Bau,Lainnya,0.4627906954521961
222,"pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih","pelanggan an . pulo wonokromo wetan golongan . tarif berubah . sekarang berubah . sudah lama berubah ,","langgan an . pulo wonokromo wetan golong . tarif ubah . sekarang ubah . sudah lama ubah ,",Perubahan Kode Tarif,Lainnya,0.6196346593774157
279,":face_with_tears_of_joy::face_with_tears_of_joy:lucu nih , saya tinggal di perum manyar jaya , dari tahun kemarin semenjak pengerjaan gorong"" manyar indah manyar jaya manyar rejo ... Air saya sampai sekarang dari pagi pukul 6 pagi sampai pukul 9 MALAM air mati , baru nyala pukul 21.30 malam bayangkan BERAPA BULAN SAYA MENAMPUNG AIR???? Mau protes telfon saya sdh capek :rolling_on_the_floor_laughing:. Tapi herannya kalau libur NASIONAL Air saya kok nyala lancar kayak saya dlu tinggal d sini , tetangga saya 30 tahun tinggal disini tidak menggunakan tandon tidak ada maslah!! Semenjak skg kok air jadi buruk jelek sekali tolong diperbaiki ya pdam :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: @pdamsuryasembada @pdamsuryasembada","lucu , perum manyar jaya , semenjak pengerjaan gorong-gorong manyar indah manyar jaya manyar rejo . air sampai sekarang pagi pagi sampai malam air mati , hidup . malam bayang menampung air ? protes telepon sudah capek .","lucu , perum manyar jaya , semenjak kerja gorong-gorong manyar indah manyar jaya manyar rejo . air sampai sekarang pagi pagi sampai malam air mati , hidup . malam bayang tampung air ? protes telepon sudah capek .",Air Tidak Mengalir,Lainnya,0.4393861871524438
279,":face_with_tears_of_joy::face_with_tears_of_joy:lucu nih , saya tinggal di perum manyar jaya , dari tahun kemarin semenjak pengerjaan gorong"" manyar indah manyar jaya manyar rejo ... Air saya sampai sekarang dari pagi pukul 6 pagi sampai pukul 9 MALAM air mati , baru nyala pukul 21.30 malam bayangkan BERAPA BULAN SAYA MENAMPUNG AIR???? Mau protes telfon saya sdh capek :rolling_on_the_floor_laughing:. Tapi herannya kalau libur NASIONAL Air saya kok nyala lancar kayak saya dlu tinggal d sini , tetangga saya 30 tahun tinggal disini tidak menggunakan tandon tidak ada maslah!! Semenjak skg kok air jadi buruk jelek sekali tolong diperbaiki ya pdam :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: @pdamsuryasembada @pdamsuryasembada","tapi heran libur nasional air hidup lancar kayak , tetangga disini tidak menggunakan tandon tidak ada ! semenjak sekarang air buruk jelek perbaiki pdam","tapi heran libur nasional air hidup lancar kayak , tetangga sini tidak guna tandon tidak ada ! semenjak sekarang air buruk jelek baik pdam",Air Tidak Mengalir,Harga,0.30611220821994506
280,@pdamsuryasembada daerah sidotopo apakah memang tidak mengalir air? sudah 3 hari hidup tanpa air soalnya!,karena !,karena !,Pemakaian,Air Tidak Mengalir,0.36228165673664237
284,"Siang @pdamsuryasembada sy tinggal di bulak rukem timur, air di daerah sy debitnya kecil cenderung tdk keluar, sy sdh pernah lapor bebetapa kali & sdh di datangi, tp tetap saja tdk lancar, pernah sy tny kenapa, ktnya ada galian, minggu kemarin memang ada keluar 1 hr saja selanjunya mengecil lagi & airnya sangat keruh","tapi tetap tidak lancar , , ada galian , memang ada keluar mengecil air keruh","tapi tetap tidak lancar , , ada gali , memang ada keluar kecil air keruh",Air Tidak Mengalir,Lainnya,0.374116876333505
297,"Di aplikasi terlalu ribet untuk menyampaikan keluhan,napa harus upload lg ktp,dena rmh,& bla...bla..bla...,bukannya kita memasukkan nopel aja data kt sudah terbaca,lagian keluhan kok dibatasi ... Aneh,dan 1 lagi saya keberatan dgn adanya admint tt yg gak masuk akal mengalahkan tunggakan saya 3 bulan blm bayar,dan tentang admin tt kok gak ada ya di google,webnya pdam dan lainnya,lalu angka admint tt di dapat darimana sehinggal muncul nominal segitu ????","aplikasi rumit keluhan , harus unggah ktp , dena rumah , bla . bla . bla . , bukan memasukkan nomor pelanggan data sudah terbaca , lagian keluhan batas . aneh , keberatan admin tiktok tidak masuk akal mengalahkan tunggakan belum bayar , admin tiktok tidak ada google , web pdam ,","aplikasi rumit keluh , harus unggah ktp , dena rumah , bla . bla . bla . , bukan masuk nomor langgan data sudah baca , lagi keluh batas . aneh , berat admin tiktok tidak masuk akal kalah tunggak belum bayar , admin tiktok tidak ada google , web pdam ,",Pelayanan,Lainnya,0.2807529506015747
298,Mohon info kalau pengaduan karena kena pinalty kemana,karena kena penalti,karena kena penalti,Pelayanan,Lainnya,0.39061739218559266
304,"Pak tolong disosialisasikan sebenarnya visi dan misi PDAM itu apa,coba cek target tahun 2025 apa, kalau saya sebagai warga Surabaya punya harapan, PDAM bisa menyala 24 jam tanpa pompa air dan sampai lantai 2 untuk seluruh warga Surabaya,jangan seperti skrng, perumahan digunung anyar bisa nyala 24 tanpa pompa air, sementara disetro baru Utara 1 tetap harus pake pompa air, padahal kita tahu dari dulu kecamatan Tambaksari adalah kawasan yang memiliki kemiskinan paling tinggi, kalau mau bantu ya dulukan jangan perumahan2 yg besar2 yg malah didahulukan...kapan PDAM bisa memenuhi target itu, saya siap membantu menganalisa tanpa dibayar,tolong hubungi saya di 085105106804,terima kasih","sosialisasi visi misi pdam , coba cek target , warga surabaya harapan , pdam menyala jam pompa air sampai lantai warga surabaya , sekarang , perumahan gunung anyar hidup pompa air , utara tetap harus pakai pompa air ,","sosialisasi visi misi pdam , coba cek target , warga surabaya harap , pdam nyala jam pompa air sampai lantai warga surabaya , sekarang , rumah gunung anyar hidup pompa air , utara tetap harus pakai pompa air ,",Air Tidak Mengalir,Lainnya,0.5187558260927453
304,"Pak tolong disosialisasikan sebenarnya visi dan misi PDAM itu apa,coba cek target tahun 2025 apa, kalau saya sebagai warga Surabaya punya harapan, PDAM bisa menyala 24 jam tanpa pompa air dan sampai lantai 2 untuk seluruh warga Surabaya,jangan seperti skrng, perumahan digunung anyar bisa nyala 24 tanpa pompa air, sementara disetro baru Utara 1 tetap harus pake pompa air, padahal kita tahu dari dulu kecamatan Tambaksari adalah kawasan yang memiliki kemiskinan paling tinggi, kalau mau bantu ya dulukan jangan perumahan2 yg besar2 yg malah didahulukan...kapan PDAM bisa memenuhi target itu, saya siap membantu menganalisa tanpa dibayar,tolong hubungi saya di 085105106804,terima kasih","padahal kecamatan tambaksari kawasan memiliki kemiskinan paling , bantu perumahan didahulukan . kapan pdam memenuhi target , analisis bayar , hubungi , terima kasih","padahal camat tambaksari kawasan milik miskin paling , bantu rumah dahulu . kapan pdam penuh target , analisis bayar , hubung , terima kasih",Pelayanan,Lainnya,0.3060401413892322
329,"Min, sambikerep mati airnya tapi gk ada pemberitahuan. pagi2 pula wktunya masak,sekolah,kerja :disappointed_face:","tapi ga ada pemberitahuan . pagi masak , sekolah , kerja","tapi ga ada pemberitahuan . pagi masak , sekolah , kerja",Pelayanan,Air Tidak Mengalir,0.6826693749181894
362,"min aku lg bangun rumah di sby utara (bukan yg kampung padat penduduk). mau masang PDAM dibilang gk bisa masuk rumahku PDAM nya. bisa masuk disuruh bayar 23JUTA. tolong bantuannya. padahal kanan kiti, bahkan kakak ku uda lama disitu ya pakek PDAM bisa.",admin bangun rumah surabaya utara bukan kampung padat penduduk . pasang pdam bilang ga masuk rumah pdam nya . masuk suruh bayar juta . bantu .,admin bangun rumah surabaya utara bukan kampung padat duduk . pasang pdam bilang ga masuk rumah pdam nya . masuk suruh bayar juta . bantu .,Pemasangan,Lainnya,0.37938609824806085
362,"min aku lg bangun rumah di sby utara (bukan yg kampung padat penduduk). mau masang PDAM dibilang gk bisa masuk rumahku PDAM nya. bisa masuk disuruh bayar 23JUTA. tolong bantuannya. padahal kanan kiti, bahkan kakak ku uda lama disitu ya pakek PDAM bisa.","padahal kanan , kakak ku sudah lama situ pakai pdam .","padahal kanan , kakak ku sudah lama situ pakai pdam .",Pemasangan,Air Tidak Mengalir,0.2589905906116024
365,"Didepan rumah ada kebocoran pipa,sampai airnya keluar terus,sudah dilaporkan diiyain aja,,terus laporan lagi Sama orang yang biasanya ngecek meteran dari rumah ke rumah,tetapi aja TDK ada tindakan udah hari ketiga setelah difoto sama orang PDAMnya sendiri tapi belum ada tindakan",tetapi tidak ada tindakan sudah foto pdam,tetapi tidak ada tindak sudah foto pdam,Pelayanan,Air Tidak Mengalir,0.4752009171825713
365,"Didepan rumah ada kebocoran pipa,sampai airnya keluar terus,sudah dilaporkan diiyain aja,,terus laporan lagi Sama orang yang biasanya ngecek meteran dari rumah ke rumah,tetapi aja TDK ada tindakan udah hari ketiga setelah difoto sama orang PDAMnya sendiri tapi belum ada tindakan",tapi belum ada tindakan,tapi belum ada tindak,Pelayanan,Air Tidak Mengalir,0.6093867451389342
376,"@pdamsuryasembada gerak cepat juga donk, mengatasi keluhan tagihan yang melonjak tiba-tiba padahal tiap pagi air pdam pasti mati tidak keluar sama sekali mulai jam 06.00 sampai 12 siang baru nyala namun itu pun kecil debitnya dan jam 15.00 mati lagi sampa","gerak cepat , mengatasi keluhan tagihan melonjak","gerak cepat , atas keluh tagih lonjak",Harga,Pelayanan,0.4795315240899248
397,lahhh saya sudah buat laporan tapi belum ada tindakan sampek sekarang:crying_face:,tapi belum ada tindakan sampai sekarang,tapi belum ada tindak sampai sekarang,Pelayanan,Air Tidak Mengalir,0.5671291740592928
398,"Tolong area kapas madya baru dong min..mau juga di cek kebocoran.Soalnya tagihan pam tinggi banget,pernah pengaduan ke pdam tpi disuruh bongkar semua saluran pipa:crying_face:",area kapas madya admin . cek kebocoran .,area kapas madya admin . cek bocor .,Kebocoran,Lainnya,0.5501119813293993
398,"Tolong area kapas madya baru dong min..mau juga di cek kebocoran.Soalnya tagihan pam tinggi banget,pernah pengaduan ke pdam tpi disuruh bongkar semua saluran pipa:crying_face:","karena tagihan pam , pengaduan pdam","karena tagih pam , adu pdam",Harga,Lainnya,0.2646130060626914
398,"Tolong area kapas madya baru dong min..mau juga di cek kebocoran.Soalnya tagihan pam tinggi banget,pernah pengaduan ke pdam tpi disuruh bongkar semua saluran pipa:crying_face:",tapi suruh bongkar saluran pipa,tapi suruh bongkar salur pipa,Kebocoran,Lainnya,0.43208202370814286
403,"Tagihan bengkak..karna ada perbedaan golongan tarif. Ukuran tanah+rumah+lebar gang sama..tp golonongan tarif berbeda. Sudah komplain,ditangani ..disurvey lokasi..tp tetap ga bs rubah golongan. Alasan..listrik katay 1300..padhal..dr mulai pasang listrik smp skrg,,dr PLN listriky 900(bukti pembayaran rekening listrik). Komplain lsg ke cs di ksntor pdam,, tp tetap ga bs kasih pnjelasan,knp gol tarif pdam saya beda dg rmh2 sblh. Akhiry di ajak ke ruangan,,ktm sm pimpinany. Dr pimpinan di cek..jg ga bs ksih pnjelsan. Ujung2 nya..katay ini dr sistem..pengkinian data ato apa. Yg katay nnt akan sm sma dg tarif golongan pdam saya. Cm saya heran,,knp dr 2017...cm rmh saya yg kena pengkinian dara,,sdg lainy tdk. Tlg mgkin ada yg bs bntu jwb:folded_hands:","tapi tetap ga rubah golong . alasan . listrik . padhal . pasang listrik sampai sekarang , pln listik bukti pembayaran rekening listrik . komplain cs kantor pdam ,","tapi tetap ga rubah golong . alas . listrik . padhal . pasang listrik sampai sekarang , pln listik bukti bayar rekening listrik . komplain cs kantor pdam ,",Harga,Pemasangan,0.36083979114647013
403,"Tagihan bengkak..karna ada perbedaan golongan tarif. Ukuran tanah+rumah+lebar gang sama..tp golonongan tarif berbeda. Sudah komplain,ditangani ..disurvey lokasi..tp tetap ga bs rubah golongan. Alasan..listrik katay 1300..padhal..dr mulai pasang listrik smp skrg,,dr PLN listriky 900(bukti pembayaran rekening listrik). Komplain lsg ke cs di ksntor pdam,, tp tetap ga bs kasih pnjelasan,knp gol tarif pdam saya beda dg rmh2 sblh. Akhiry di ajak ke ruangan,,ktm sm pimpinany. Dr pimpinan di cek..jg ga bs ksih pnjelsan. Ujung2 nya..katay ini dr sistem..pengkinian data ato apa. Yg katay nnt akan sm sma dg tarif golongan pdam saya. Cm saya heran,,knp dr 2017...cm rmh saya yg kena pengkinian dara,,sdg lainy tdk. Tlg mgkin ada yg bs bntu jwb:folded_hands:","tapi tetap ga kasih pnjelasan , golongan tarif pdam beda rumah sebelah . ajak ruangan , ktm pimpinan . pimpinan cek . ga kasih penjelasan . ujung nya . sistem . data .","tapi tetap ga kasih pnjelasan , golong tarif pdam beda rumah belah . ajak ruang , ktm pimpin . pimpin cek . ga kasih jelas . ujung nya . sistem . data .",Harga,Lainnya,0.2911774118650263
403,"Tagihan bengkak..karna ada perbedaan golongan tarif. Ukuran tanah+rumah+lebar gang sama..tp golonongan tarif berbeda. Sudah komplain,ditangani ..disurvey lokasi..tp tetap ga bs rubah golongan. Alasan..listrik katay 1300..padhal..dr mulai pasang listrik smp skrg,,dr PLN listriky 900(bukti pembayaran rekening listrik). Komplain lsg ke cs di ksntor pdam,, tp tetap ga bs kasih pnjelasan,knp gol tarif pdam saya beda dg rmh2 sblh. Akhiry di ajak ke ruangan,,ktm sm pimpinany. Dr pimpinan di cek..jg ga bs ksih pnjelsan. Ujung2 nya..katay ini dr sistem..pengkinian data ato apa. Yg katay nnt akan sm sma dg tarif golongan pdam saya. Cm saya heran,,knp dr 2017...cm rmh saya yg kena pengkinian dara,,sdg lainy tdk. Tlg mgkin ada yg bs bntu jwb:folded_hands:","akan tarif golong pdam . heran , . rumah kena dara , tidak . mungkin ada bantu jawab","akan tarif golong pdam . heran , . rumah kena dara , tidak . mungkin ada bantu jawab",Harga,Lainnya,0.30233453077821043
