comment_text;final_data;predicted_aspect;similarity_score
Mohon ditindak lanjuti @pdamsuryasembada;mohon tindak lanjut;Pelayanan;0.12745986826135777
Cra hubungi gmna ya biar ada kejelasan.. sya sudah byar biaya penggantian stop kran. Ktanya nunggu 1-7hari tp smpai hari ke 7 blm ada petugas dtang.. tlong  pencerahan nya min:folded_hands:;hubung biar jelas bayar biaya ganti stop keran ktanya nunggu tugas cerah nya admin;Harga;0.11386737837479974
gmn pemberitahuan resminya kalo memang peraturan kost 6 kamar dikenakan tarif 3.2A ? apa akal²an petugas aja, dikira kalo punya kost penghasilan banyak gitu?trs diganti dari 2.1 ake 3.2A ?ini cuma 6 kamar, bukan 10 atau 20 kamar,;pemberitahuan resmi memang atur kost kamar kena tarif a akal tugas kost hasil gitutrs ganti ake a kamar bukan kamar;Harga;0.0482251743030622
Biaya Retribusi itu untuk apa ya,,,,;biaya retribusi;Harga;0.1720714789010539
Ini apa ada perbaikan ta .ko' air klr di rmh sya kecil kdng gak.nyal.dr setelah bayar .;baik ta air keluar rumah kecil kadang ga hidup bayar;Air Tidak Mengalir;0.14847959633508545
Saya sudah mengajukan penggantian meteran, karena meteran rumah yg saya tinggali macet/rusak, sejak tanggal 23 Januari 2025 dan sampai sekarang belum ada tindak lanjut. Dengan no pengaduan PM2025000000825. LALU TAGIHAN SAYA BULAN JANUARI METERAN AKHIR 136 TAPI DI TAGIHAN BULAN FEBRUARI METERAN AWAL 116 DAN METERAN AKHIR 136. PADAHAL SAYA SUDAH LAPOR METERAN SAYA MACET/RUSAK, TAPI MALAH CATATAN METERAN YG DIUBAH-UBAH;aju ganti meter meter rumah tinggal macetrusak tanggal januari tindak adu pm tagih januari meter tagih februari meter awal meter lapor meter macetrusak catat meter ubah ubah;Meteran (Macet/Bermasalah);0.14501880253117136
Halo kak, saya sudah pernah komplain disini, saya sudah melaporkan meteran rusak per tanggal 23 Januari 2025, petugas lapangan datang 2X untuk mengecek meteran. TAPI SAMPAI SEKARANG BELUM ADA PENGGANTIAN?????;halo kak komplain sini lapor meter rusak tanggal januari tugas lapang x ecek meter ganti;Meteran (Macet/Bermasalah);0.1747889760017315
Info min sy juga sudah Pengaduan Pelanggan loh via Apk kok belum ada respon? Sy sempat DM dulu pernah juga tidak ada respon dialihkan ke Call Center TLP/WA, klo WA tidak ada layanan chat dg CS langsung?;informasi admin adu langgan loh via aplikasi respon pesan tidak respon alih call center tlpwa whatsapp tidak layan chat layan langgan;Pelayanan;0.2578954672987851
pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih;langgan an nya mustiani wikanti pulo wonokromo wetan golong tarifny ubah ubah a golong tarifny ubah ubah a ubah diberitahu tua enak rubah berat loh alas rubah tugas keliling meter bilang rumah buat kost alas harap kembali golong tarif terima kasih;Harga;0.02970933259103673
Alhamdulillah sore ini ( tgl 1742025) rumah saya di daerah Rungkut Menanggal Harapan sdh di ganti meterannya dan Sdh menerima bukti penggantian meteran. Terima kasih;alhamdulillah sore tanggal rumah daerah rungkut tanggal harap ganti meter terima bukti ganti meter terima kasih;Meteran (Macet/Bermasalah);0.06823444945333078
Kak saya warga Dukuh Kupang, PDAM yg mengalir kecil sekali, padahal dulu ga seperti ini, semenjak pengerjaan gorong2 yg di depan kampus WK itu malah makin parah air mengalir nya, Tp tagihan tetep banyak;kak warga dukuh kupang pdam alir kecil ga semenjak kerja gorong kampus parah air alir nya tagih;Air Tidak Mengalir;0.17574343654941904
Meter baru merk ONDA sering terjadi pengembunan sehingga agak sulit dibaca. Meter lama yg bahan dan kualitas lebih baik, mangapa harus diganti?;meter merk onda embun agak sulit baca meter bahan kualitas mangapa ganti;Meteran (Macet/Bermasalah);0.1964021803757417
"Saya sudah di kunjungi 3x oleh petugas pdam selama 3 tahun terakhir, yg katanya ""Meteran Bakal di Ganti yg Baru "" bahkan petugas ketiga yg datang saya titipkan pesan ""bukan hoax"" kan, karena terakhir petugas yg datang ternyata cuma omon omon saja. Jd saya sdh gk perduli, mau di ganti silahkan gak di ganti jg gpp. Toh selama ini meteran air sy lancar2 saja, walau agak berembun dan angkanya sulit terbaca. Toh selama ini tiap bulan bayar aor murah2 saja :folded_hands:";kunjung x tugas pdam kata meter ganti tugas titip pesan bukan isu bohong kan tugas omon omon ga duli ganti silah tidak ganti tidak apa meter air lancar agak embun angka sulit baca bayar aor murah;Meteran (Macet/Bermasalah);0.11054884405436952
Sore,air di daerah Pandegiling keruh berwarna coklat kak mulai kemaren 24 feb;soreair daerah pandegiling keruh warna coklat kak feb;Air Kotor/Bau;0.35402802945856493
@pdamsuryasembada ini omong kosong ya sepertinya, ditempat saya mulai jam 6 pagi sampai jam 19 air tidak normal, bahkan bisa tidak keluar sama sekali, saat meteran rusak, diambil rata2 penggunaan penghuni rumah, sangat tidak fair, kecuali kalau air pdam m;omong kosong tempat jam pagi jam air tidak normal tidak keluar meter rusak ambil huni rumah tidak fair air pdam m;Meteran (Macet/Bermasalah);0.11372009712431963
@pdamsuryasembada meteran saya sudah diganti, tapi air malah macet, apakah karena saya belum bayar? saya belum bayar karena ada LONJAKAN TAGIHAN TIDAK WAJAR  Saat meteran rusak , masak bisa sampai 2x tagihan rata-rata per Bulan, mohon segera ditindak lanj;meter ganti air macet bayar bayar lonjak tagih tidak wajar meter rusak masak x tagih mohon tindak lanj;Meteran (Macet/Bermasalah);0.15773442748584204
Min mau pengaduan gimana gak ada respon @pdamsuryasembada tagihan bln ini kok tbtb membengkak pdhal bertahun tahun gk pernah air sampai habis ratusan ribu;admin adu tidak respon tagih tiba tiba bengkak tahun ga air habis ratus;Pelayanan;0.10722562151856206
Daerah kutorejo pacet kok berbusa airnya dan berwarna seperti susu;daerah kutorejo pacet busa air warna susu;Air Kotor/Bau;0.3210403327530341
Info min....air disekitaran Kebraon kok siang ini tdk mengalir ya??apakah ada perbaikan;informasi mair sekitar kebraon siang tidak alir ya apakah baik;Air Tidak Mengalir;0.07300567686540314
Apakah pengantian meteran pdam masih gratis atau berbayar ?;anti meter pdam gratis bayar;Harga;0.2525553394447815
Pak maaf memang untuk daerah dukuh kupang timur apa aliran nya kecil nggeh;maaf memang daerah dukuh kupang timur alir nya kecil;Air Tidak Mengalir;0.16477776495656327
Wil dinoyo kel keputran air kok keluarny kecil ya,, ad apa ni;wil dinoyo lurah keputran air keluarny kecil;Air Tidak Mengalir;0.0729964488841259
Meteran air di rumah saya kok g ada ya,,;meter air rumah ga;Meteran (Macet/Bermasalah);0.12590765261533163
Hari ini, barusan jam 14.45 WIB air mati di daerah Kebraon. Tolong petugas cek ke lapangan @pdamsuryasembada;barusan jam air mati daerah kebraon tugas cek lapang;Air Tidak Mengalir;0.04708657783010834
Min knp ya kok air rumah saya tiba” pembayaran naek ya drastis bgt padahal rumah klo sering kluarin air cuma malem karena ngisi ke rumah atas biasanya saya kena nya 90k an gak sampe 100k ini semalem bayar kenanya hampir 150k ? Ada kenaikan harga apa gimana ? Klo emg ada knp gak ada info yaaa;admin air rumah bayar drastis banget rumah keluar air malam isi rumah kena nya an tidak semalem bayar kena hampir naik harga tidak informasi;Harga;0.14000906115895034
Sya mengajukan hanya disurvei smpai sekarang tdk ada tindakan. Bagaimana?;aju di survey tidak tindak;Pelayanan;0.3499602685379751
Area siwalankerto apa bs pengajuan peremajaan meteran  @pdamsuryasembada ?;area siwalankerto aju remaja meter;Meteran (Macet/Bermasalah);0.25761145722807766
Pak air dirmh  saya kluarnya sangat kecil  sekali, lebih deras uang yg mengalir dri dompet saya, tolong  di tinjau pak kenapa airnya sangat kecil  sekali . Kebetulan saya tinggal di wonokromo @pdamsuryasembada;air dirmh kluarnya kecil deras uang alir dompet tinjau air kecil wonokromo;Air Tidak Mengalir;0.17786688104239934
Air petemon 3 mati;air ton mati;Air Tidak Mengalir;0.0776696997132011
Sakben maghrib banyune buko makane g mancur?? Opo sanyomu rusak gak kuat nyemprot sampek kapas gading madya?;sakben maghrib air buko makane ga mancur sanyomu rusak tidak kuat nyemprot kapas gading madya;Meteran (Macet/Bermasalah);0.08028821179815716
Sudah 2 bulan semenjak METERAN DIGANTI BARU kenapa tagihan air dirumah saya jadi naik 6x lipat!! Parah banget sih!;semenjak meter ganti tagih air rumah x lipat parah sih;Meteran (Macet/Bermasalah);0.05378975331475386
Sore ... Mohon info untuk air dirumah saya keluar nya kecil sekali, dan kadang mati , biasanya keluar air di malam hari saja, tapi ini dr pagi sampe ke pagi lagi gak keluar airnya .?;sore mohon informasi air rumah keluar nya kecil kadang mati keluar air malam pagi pagi tidak keluar air;Air Tidak Mengalir;0.2504347372163517
Kebraon matek banyune woiii;kebraon mati air woi;Air Tidak Mengalir;0.07280924242356224
Min didaerah kelurahan Pradah kalikendal airnya mati, keluar air hanya malam saja dan airnya pelan. Tolong segera ditindak lanjuti;admin daerah lurah pradah kalikendal air mati keluar air malam air pelan tindak lanjut;Air Tidak Mengalir;0.09513640979233934
Area bulak cumpat air e butek min. Tolong di cek dan diperbaiki kualitas airnya;area bulak cumpat air nya keruh admin cek baik kualitas air;Air Kotor/Bau;0.1897146338009138
Hallo min, apa ada gangguan aliran air daerah wonocolo?;hallo admin ganggu alir air daerah wonocolo;Air Tidak Mengalir;0.10059366627925787
Siang min, saya baru aja  d ganti meteran airnya lah tpi kok malah sambungan ada yg bocor dan d kenai biaya 250rb, tetga saya juga bocor dan byar 250 rbu, inid perum pondok maritim balas klumprik;siang admin ganti meter air sambung bocor kena biaya tetga bocor bayar rbu inid perum pondok maritim balas klumprik;Kebocoran;0.1597798384857242
Aliran air daerah mojo tidak lancar, segera ditindaklanjuti daripada kantornya didatangi :fire::fire::fire:;alir air daerah mojo tidak lancar ditindaklanjuti kantor datang;Air Tidak Mengalir;0.09192048626153244
Saya mengajukan surat keberatan tagihan dari bulan januari 2025, krn meter PDAM rusak. Sampai sekarang tidak ada tanggapan. meter pdam yg rusak, masa pelanggan yang harus bayar tagihannya?padahal air yang digunakan tidak sebanyak tagihannya.;aju surat berat tagih januari meter pdam rusak tidak tanggap meter pdam rusak langgan bayar tagihannyapadahal air guna tidak tagih;Meteran (Macet/Bermasalah);0.22257575771028393
Diganti meteran baru tagihan malah lbh banyak :person_facepalming:;ganti meter tagih;Meteran (Macet/Bermasalah);0.11829930363570286
Air mati seharian hidup malam ajja padahal kota besar air mati terus pembayaran naik 100%;air mati hari malam aja kota air mati bayar;Air Tidak Mengalir;0.09141080622809719
Kalau cara pengajuannya pilih apa ya saya;aju pilih;Pelayanan;0.14675778679980475
@pdamsuryasembada saya sdh kirim surat komplen ke Manajer kaliam sesuai arahan Spv Pak Agus. Katanya 3 hari kerja dihubjngi balik utk feedbacknya. Sampe skrg ga dihubungi tapi di lapangan org PDAM cabut meteran saya. Sy tlp ke Call Center PDAM Sby juga so;kirim surat komplen manajer kaliam arah spv agus kata kerja dihubjngi kali kali feedbacknya ga hubung lapang pdam pergi meter telepon call center pdam surabaya so;Pelayanan;0.050899467417748964
Selamat pagi, mhon info wilayah Medokan ayu apa ada perbaikan ngge?kok airnya mati;selamat pagi mhon informasi wilayah medok cantik baik nggekok air mati;Air Tidak Mengalir;0.033861264799168914
Min, aliran air di daerah kejawan mati total, kemarin dan hari ini masih berlanjut, kira-kira apakah dampak dari peremajaan besar-besaran kah? Padahal kejawan tidak ada di list.;admin alir air daerah kejawan mati total lanjut kira kira dampak remaja besar kejawan tidak list;Meteran (Macet/Bermasalah);0.08526131673099942
Pelayanan mantap;layan mantap;Pelayanan;0.15032620647393735
Mantab pdam;mantap pdam;Air Kotor/Bau;0.0
kenapa airnya dalam 3hari ini kok keruh,hampir kyk air beras;air dalam keruhhampir air beras;Air Kotor/Bau;0.0
Mohon info, Kalau Kran meter bocor kalau TIDAK diputar/dibuka penuh apa ini termasuk perbaikan;mohon informasi keran meter bocor tidak diputardibuka penuh baik;Meteran (Macet/Bermasalah);0.1667202063443225
"Daerah kecamatan Bulak min.. airnya kok keruh + banger.. ga iso gae masak + Korah"" min.. :person_facepalming:";daerah camat bulak admin air keruh banger ga pakai masak korah admin;Air Kotor/Bau;0.06403138742382956
Air di kedungdoro keruh sekali sejak kemarin malam;air kedungdoro keruh malam;Air Kotor/Bau;0.11868051069344994
Di rmh saya sdh 2 bulan ini tagihannya 100rb lbh pdhl penghuninya cima 2 org sehari kerja semua.....kran mati tp meteran muternya kencang banget :see-no-evil_monkey:;rumah tagih hun hari kerja semuakran mati meter muternya kencang sih;Meteran (Macet/Bermasalah);0.043963960011350466
Min, ini stop kran yg dirmh sdh aus Krn usia, sdh diatas 5 th,  apakah juga termasuk bisa diganti??;admin stop keran dirmh aus usia atas th ganti;Meteran (Macet/Bermasalah);0.09367517154800922
Apa ada perbaikan ini? Daerah candi lempung koq tidak ngalir :crying_face:;baik daerah candi lempung tidak alir;Air Tidak Mengalir;0.10549387483670164
Air di Wonokromo kotor butek sedari kemarin sore;air wonokromo kotor keruh dar sore;Air Kotor/Bau;0.20834179629387323
Daerah tegalsari air PDAM ga layak pakai seperti air sungai sudah 2hr ini,sekarang mati;daerah tegalsari air pdam ga layak pakai air sungai inisekarang mati;Air Tidak Mengalir;0.037783967883139376
Mohon ijin menginfokan. Mulai tadi pagi air pdam di daerah Krukah Lama, Kel. Ngagel Rejo, keruh pekat. Mohon bisa segera ditindaklanjuti. Terimakasih.;mohon ijin info pagi air pdam daerah kru lurah ngagel rejo keruh pekat mohon ditindaklanjuti terimakasih;Air Kotor/Bau;0.05215490817577287
Air knp keruhhhh sekaliii.... :crying_face:;air keruh;Air Kotor/Bau;0.24256141953517765
Untuk penggantian Meter diminta bayar vja Indomart, stlah bayar via Indomart katae H+1 br msk, stlah H+1 msk br di Jadwalkan kunjungan....LUAMA, Air sudah bocor deras yg nanggu pemilik rumah. Knp lama skali prosesnya?;ganti meter bayar vja indomart stlah bayar via indomart katae h masuk stlah h masuk jadwal kunjunganluama air bocor deras nanggu milik rumah skali proses;Kebocoran;0.05987222600071972
Min manyar sabrangan air nya kotor;admin manyar sabrangan air nya kotor;Air Kotor/Bau;0.12710099980413564
Assalamualaikum min mau tanya jambangan dan Bibis apakah airnya mati;assalamualaikum admin jambang bibis air mati;Air Tidak Mengalir;0.04814941151378704
Stop kran pdam saya rusak usia sudah 5 tahun lebih, meteran pdam muter terus tanpa dipakai rugi saya. Saya wa pdam sby untuk perbaikan stop kran saya di kenakan biaya Rp 197.580,- Apa iya bayar? :clapping_hands:;stop keran pdam rusak usia meter pdam putar pakai rugi whatsapp pdam surabaya baik stop keran kena biaya rp bayar;Meteran (Macet/Bermasalah);0.23281311905222554
Ketintang airnya mati;ketintang air mati;Air Tidak Mengalir;0.0776696997132011
Sejak perbaikan pipa bocor di made, sampai sekrang kok air kadang ngalir kecil kadang ga kluar. Ini gimana min apa masih ada kendala?;baik pipa bocor made air kadang alir kecil kadang ga keluar admin kendala;Air Tidak Mengalir;0.17878240327241393
Kalo wonocolo tdk gratis kah?;wonocolo tidak gratis;Harga;0.2044800728172249
halo @pdamsuryasembada  sy ada wa tp slow respon ya, nomor call centernya jg, operatornya sibuk terus, air ditempat saya mati dari semalam, apa ada solusi untuk pengaduan saya;halo whatsapp slow respon nomor call centernya operator sibuk air tempat mati malam solusi adu;Pelayanan;0.2550678564026884
kalau kran meteran bocor apakah termasuk ?;keran meter bocor;Meteran (Macet/Bermasalah);0.32506751304006853
Air nya agak keruh, mgkin next ada peremajaan saluran air dr pdam kaj ?;air nya agak keruh mungkin remaja salur air pdam kaj;Meteran (Macet/Bermasalah);0.134492458162941
Kelurahan Sambikerep min??? Wes 30 THN meteraku blum diremajakan...;lurah sambikerep admin meter ku remaja;Meteran (Macet/Bermasalah);0.2401790535341799
Info donk air ditempat saya mati dari kemaren,,area sememi bandarejo gg candi;informasi air tempat mati kemarenarea mem bandarejo gang candi;Air Tidak Mengalir;0.0358928039949461
Utk wilayah Pandaan belakang masjid chengho ada ga peremajaan juga utk meteran Air;wilayah pandaan belakang masjid chengho ga remaja meter air;Meteran (Macet/Bermasalah);0.17697963172490694
yah kelurahanku ga ada min:crying_face: padahal udah lebih dari 5 tahun dan kaca berembun burem;yah lurah ga admin kaca embun buram;Meteran (Macet/Bermasalah);0.33990489872946816
Caranya gmn min untk mendapatkan penembakan meter air;cara admin dapat tembak meter air;Meteran (Macet/Bermasalah);0.06218401422393225
Sudah laporan ke kantor sampai skrg 2 minggu blom ditanggapin min @pdamsuryasembada;lapor kantor ditanggapin admin;Air Kotor/Bau;0.0
pk minto tolong akor km PDAM GK keluar  4 hari pk kami ingin mengganti air menyalurkan air dr sumur kami aja pk GK usah pake PDAM pk kalua kami di sini GK bisa mandi gimana pk tolong banyu kami pk :folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:;pdam ga keluar ganti air salur air sumur ga perlu pakai pdam ga mandi air;Air Tidak Mengalir;0.053727644451769085
Kalau untuk menaikkan meter air yg posisinya lebih rendah dari jalan apakah bisa min?;naik meter air posisi rendah jalan admin;Meteran (Macet/Bermasalah);0.05661493292582988
Daerah setro baru gang 3 pak meter airnya 60 cm di bawah permukaan tanah setelah adanya pavingisasi jadi gelap dan susah saat pengecekan tiap bulan;daerah setro gang meter air muka tanah pavingisasi gelap susah kece;Meteran (Macet/Bermasalah);0.04138187818057003
Kel simolawang  air PDAM mati hidup malam ajja sudah pengaduan tapi tetep ajja gk berubah bayarnya naik 100%;lurah simolawang air pdam mati malam aja adu aja ga ubah bayar;Pelayanan;0.0565234346619541
Pdam daerah kutorejo kok berbusa ya min;pdam daerah kutorejo busa admin;Air Kotor/Bau;0.23893146075669394
Air disidosermo apa ada perbaikan ya? Koo ditempat saya mengalir nya kecil ya . Dlu siang aja bisa deras ini kok pelan sekali muter meteran airnya. Ngisi tandon jadi lambat.;air disidosermo baik tempat alir nya kecil siang deras pelan putar meter air isi tandon lambat;Air Tidak Mengalir;0.118320583028658
gmn pemberitahuan resminya kalo memang peraturan kost 6 kamar dikenakan tarif 3.2A ? apa akal²an petugas aja, dikira kalo punya kost penghasilan banyak gitu?trs diganti dari 2.1 ke 3.2A ?ini cuma 6 kamar, bukan 10 atau 20 kamar,;pemberitahuan resmi memang atur kost kamar kena tarif a akal tugas kost hasil gitutrs ganti a kamar bukan kamar;Harga;0.04960163387438366
